month,product_id,demand_units
2023-09,SKU-052,138
2023-09,SKU-053,93
2023-09,SKU-054,123
2023-09,SKU-055,179
2023-09,SKU-056,32
2023-09,SKU-057,164
2023-09,SKU-058,219
2023-09,SKU-059,38
2023-09,SKU-060,29
2023-09,SKU-061,114
2023-09,SKU-062,227
2023-09,SKU-063,181
2023-09,SKU-064,132
2023-09,SKU-065,49
2023-09,SKU-066,81
2023-09,SKU-067,143
2023-09,SKU-068,206
2023-09,SKU-069,61
2023-09,SKU-070,173
2023-09,SKU-071,49
2023-09,SKU-072,129
2023-09,SKU-073,121
2023-09,SKU-074,66
2023-09,SKU-075,70
2023-09,SKU-076,195
2023-09,SKU-077,327
2023-09,SKU-078,566
2023-09,SKU-079,23
2023-09,SKU-080,107
2023-09,SKU-081,27
2023-09,SKU-082,257
2023-09,SKU-083,103
2023-09,SKU-084,121
2023-09,SKU-085,334
2023-09,SKU-086,76
2023-09,SKU-087,550
2023-09,SKU-088,153
2023-09,SKU-089,116
2023-09,SKU-090,351
2023-09,SKU-091,123
2023-09,SKU-092,140
2023-09,SKU-093,353
2023-09,SKU-094,218
2023-09,SKU-095,212
2023-09,SKU-096,153
2023-09,SKU-097,91
2023-09,SKU-098,167
2023-09,SKU-099,127
2023-09,SKU-100,193
2023-09,SKU-101,291
2023-09,SKU-102,36
2023-09,SKU-103,159
2023-09,SKU-104,252
2023-09,SKU-105,123
2023-09,SKU-106,234
2023-09,SKU-107,367
2023-09,SKU-108,63
2023-09,SKU-109,323
2023-09,SKU-110,85
2023-09,SKU-111,89
2023-09,SKU-112,205
2023-09,SKU-113,39
2023-09,SKU-114,123
2023-09,SKU-115,80
2023-09,SKU-116,42
2023-09,SKU-117,36
2023-09,SKU-118,696
2023-09,SKU-119,271
2023-09,SKU-120,21
2023-09,SKU-121,112
2023-09,SKU-122,225
2023-09,SKU-123,130
2023-09,SKU-124,143
2023-09,SKU-125,118
2023-09,SKU-126,41
2023-09,SKU-127,124
2023-09,SKU-128,73
2023-10,SKU-001,191
2023-10,SKU-002,55
2023-10,SKU-003,136
2023-10,SKU-004,420
2023-10,SKU-005,36
2023-10,SKU-006,103
2023-10,SKU-007,186
2023-10,SKU-008,115
2023-10,SKU-009,360
2023-10,SKU-010,133
2023-10,SKU-011,240
2023-10,SKU-012,91
2023-10,SKU-013,789
2023-10,SKU-014,94
2023-10,SKU-015,193
2023-10,SKU-016,336
2023-10,SKU-017,445
2023-10,SKU-018,88
2023-10,SKU-019,629
2023-10,SKU-020,67
2023-10,SKU-021,538
2023-10,SKU-022,186
2023-10,SKU-023,139
2023-10,SKU-024,21
2023-10,SKU-025,464
2023-10,SKU-026,358
2023-10,SKU-027,209
2023-10,SKU-028,200
2023-10,SKU-029,51
2023-10,SKU-030,576
2023-10,SKU-031,149
2023-10,SKU-032,184
2023-10,SKU-033,276
2023-10,SKU-034,279
2023-10,SKU-035,79
2023-10,SKU-036,76
2023-10,SKU-037,248
2023-10,SKU-038,134
2023-10,SKU-039,398
2023-10,SKU-040,287
2023-10,SKU-041,781
2023-10,SKU-042,30
2023-10,SKU-043,223
2023-10,SKU-044,132
2023-10,SKU-045,88
2023-10,SKU-046,98
2023-10,SKU-047,94
2023-10,SKU-048,91
2023-10,SKU-049,105
2023-10,SKU-050,28
2023-10,SKU-051,100
2023-10,SKU-052,122
2023-10,SKU-053,78
2023-10,SKU-054,101
2023-10,SKU-055,166
2023-10,SKU-056,33
2023-10,SKU-057,142
2023-10,SKU-058,221
2023-10,SKU-059,34
2023-10,SKU-060,39
2023-10,SKU-061,80
2023-10,SKU-062,238
2023-10,SKU-063,161
2023-10,SKU-064,136
2023-10,SKU-065,29
2023-10,SKU-066,83
2023-10,SKU-067,142
2023-10,SKU-068,235
2023-10,SKU-069,65
2023-10,SKU-070,224
2023-10,SKU-071,48
2023-10,SKU-072,175
2023-10,SKU-073,111
2023-10,SKU-074,66
2023-10,SKU-075,76
2023-10,SKU-076,217
2023-10,SKU-077,388
2023-10,SKU-078,652
2023-10,SKU-079,34
2023-10,SKU-080,107
2023-10,SKU-081,39
2023-10,SKU-082,340
2023-10,SKU-083,123
2023-10,SKU-084,132
2023-10,SKU-085,394
2023-10,SKU-086,91
2023-10,SKU-087,677
2023-10,SKU-088,186
2023-10,SKU-089,107
2023-10,SKU-090,395
2023-10,SKU-091,128
2023-10,SKU-092,116
2023-10,SKU-093,364
2023-10,SKU-094,203
2023-10,SKU-095,219
2023-10,SKU-096,156
2023-10,SKU-097,94
2023-10,SKU-098,159
2023-10,SKU-099,103
2023-10,SKU-100,194
2023-10,SKU-101,276
2023-10,SKU-102,37
2023-10,SKU-103,141
2023-10,SKU-104,238
2023-10,SKU-105,152
2023-10,SKU-106,235
2023-10,SKU-107,366
2023-10,SKU-108,33
2023-10,SKU-109,306
2023-10,SKU-110,79
2023-10,SKU-111,79
2023-10,SKU-112,247
2023-10,SKU-113,33
2023-10,SKU-114,89
2023-10,SKU-115,89
2023-10,SKU-116,40
2023-10,SKU-117,53
2023-10,SKU-118,699
2023-10,SKU-119,228
2023-10,SKU-120,20
2023-10,SKU-121,119
2023-10,SKU-122,196
2023-10,SKU-123,125
2023-10,SKU-124,177
2023-10,SKU-125,117
2023-10,SKU-126,42
2023-10,SKU-127,124
2023-10,SKU-128,45
2023-11,SKU-001,217
2023-11,SKU-002,73
2023-11,SKU-003,152
2023-11,SKU-004,353
2023-11,SKU-005,53
2023-11,SKU-006,113
2023-11,SKU-007,240
2023-11,SKU-008,136
2023-11,SKU-009,375
2023-11,SKU-010,157
2023-11,SKU-011,262
2023-11,SKU-012,113
2023-11,SKU-013,819
2023-11,SKU-014,83
2023-11,SKU-015,208
2023-11,SKU-016,309
2023-11,SKU-017,484
2023-11,SKU-018,97
2023-11,SKU-019,623
2023-11,SKU-020,53
2023-11,SKU-021,478
2023-11,SKU-022,180
2023-11,SKU-023,121
2023-11,SKU-024,20
2023-11,SKU-025,419
2023-11,SKU-026,325
2023-11,SKU-027,242
2023-11,SKU-028,205
2023-11,SKU-029,45
2023-11,SKU-030,515
2023-11,SKU-031,126
2023-11,SKU-032,162
2023-11,SKU-033,228
2023-11,SKU-034,230
2023-11,SKU-035,83
2023-11,SKU-036,94
2023-11,SKU-037,200
2023-11,SKU-038,135
2023-11,SKU-039,338
2023-11,SKU-040,237
2023-11,SKU-041,649
2023-11,SKU-042,20
2023-11,SKU-043,190
2023-11,SKU-044,101
2023-11,SKU-045,105
2023-11,SKU-046,81
2023-11,SKU-047,59
2023-11,SKU-048,104
2023-11,SKU-049,117
2023-11,SKU-050,26
2023-11,SKU-051,62
2023-11,SKU-052,118
2023-11,SKU-053,64
2023-11,SKU-054,96
2023-11,SKU-055,153
2023-11,SKU-056,35
2023-11,SKU-057,126
2023-11,SKU-058,240
2023-11,SKU-059,45
2023-11,SKU-060,25
2023-11,SKU-061,110
2023-11,SKU-062,247
2023-11,SKU-063,172
2023-11,SKU-064,115
2023-11,SKU-065,35
2023-11,SKU-066,87
2023-11,SKU-067,181
2023-11,SKU-068,305
2023-11,SKU-069,84
2023-11,SKU-070,203
2023-11,SKU-071,52
2023-11,SKU-072,190
2023-11,SKU-073,146
2023-11,SKU-074,93
2023-11,SKU-075,81
2023-11,SKU-076,225
2023-11,SKU-077,427
2023-11,SKU-078,719
2023-11,SKU-079,25
2023-11,SKU-080,104
2023-11,SKU-081,34
2023-11,SKU-082,336
2023-11,SKU-083,132
2023-11,SKU-084,120
2023-11,SKU-085,366
2023-11,SKU-086,94
2023-11,SKU-087,636
2023-11,SKU-088,184
2023-11,SKU-089,124
2023-11,SKU-090,390
2023-11,SKU-091,140
2023-11,SKU-092,82
2023-11,SKU-093,368
2023-11,SKU-094,192
2023-11,SKU-095,199
2023-11,SKU-096,143
2023-11,SKU-097,82
2023-11,SKU-098,151
2023-11,SKU-099,97
2023-11,SKU-100,166
2023-11,SKU-101,231
2023-11,SKU-102,36
2023-11,SKU-103,115
2023-11,SKU-104,182
2023-11,SKU-105,117
2023-11,SKU-106,213
2023-11,SKU-107,351
2023-11,SKU-108,37
2023-11,SKU-109,262
2023-11,SKU-110,69
2023-11,SKU-111,62
2023-11,SKU-112,203
2023-11,SKU-113,34
2023-11,SKU-114,70
2023-11,SKU-115,64
2023-11,SKU-116,42
2023-11,SKU-117,48
2023-11,SKU-118,624
2023-11,SKU-119,200
2023-11,SKU-120,20
2023-11,SKU-121,106
2023-11,SKU-122,224
2023-11,SKU-123,139
2023-11,SKU-124,172
2023-11,SKU-125,137
2023-11,SKU-126,39
2023-11,SKU-127,150
2023-11,SKU-128,58
2023-12,SKU-001,258
2023-12,SKU-002,80
2023-12,SKU-003,188
2023-12,SKU-004,418
2023-12,SKU-005,51
2023-12,SKU-006,140
2023-12,SKU-007,267
2023-12,SKU-008,162
2023-12,SKU-009,357
2023-12,SKU-010,165
2023-12,SKU-011,317
2023-12,SKU-012,138
2023-12,SKU-013,899
2023-12,SKU-014,115
2023-12,SKU-015,211
2023-12,SKU-016,303
2023-12,SKU-017,506
2023-12,SKU-018,95
2023-12,SKU-019,759
2023-12,SKU-020,69
2023-12,SKU-021,519
2023-12,SKU-022,152
2023-12,SKU-023,131
2023-12,SKU-024,29
2023-12,SKU-025,454
2023-12,SKU-026,306
2023-12,SKU-027,217
2023-12,SKU-028,183
2023-12,SKU-029,43
2023-12,SKU-030,482
2023-12,SKU-031,134
2023-12,SKU-032,218
2023-12,SKU-033,247
2023-12,SKU-034,237
2023-12,SKU-035,69
2023-12,SKU-036,61
2023-12,SKU-037,159
2023-12,SKU-038,98
2023-12,SKU-039,291
2023-12,SKU-040,220
2023-12,SKU-041,599
2023-12,SKU-042,27
2023-12,SKU-043,210
2023-12,SKU-044,88
2023-12,SKU-045,88
2023-12,SKU-046,87
2023-12,SKU-047,64
2023-12,SKU-048,106
2023-12,SKU-049,107
2023-12,SKU-050,23
2023-12,SKU-051,58
2023-12,SKU-052,104
2023-12,SKU-053,76
2023-12,SKU-054,98
2023-12,SKU-055,171
2023-12,SKU-056,28
2023-12,SKU-057,165
2023-12,SKU-058,226
2023-12,SKU-059,43
2023-12,SKU-060,42
2023-12,SKU-061,115
2023-12,SKU-062,247
2023-12,SKU-063,223
2023-12,SKU-064,166
2023-12,SKU-065,43
2023-12,SKU-066,88
2023-12,SKU-067,196
2023-12,SKU-068,397
2023-12,SKU-069,84
2023-12,SKU-070,280
2023-12,SKU-071,61
2023-12,SKU-072,205
2023-12,SKU-073,144
2023-12,SKU-074,78
2023-12,SKU-075,105
2023-12,SKU-076,265
2023-12,SKU-077,468
2023-12,SKU-078,771
2023-12,SKU-079,32
2023-12,SKU-080,91
2023-12,SKU-081,40
2023-12,SKU-082,325
2023-12,SKU-083,149
2023-12,SKU-084,152
2023-12,SKU-085,391
2023-12,SKU-086,99
2023-12,SKU-087,671
2023-12,SKU-088,168
2023-12,SKU-089,117
2023-12,SKU-090,365
2023-12,SKU-091,115
2023-12,SKU-092,82
2023-12,SKU-093,303
2023-12,SKU-094,214
2023-12,SKU-095,181
2023-12,SKU-096,113
2023-12,SKU-097,73
2023-12,SKU-098,135
2023-12,SKU-099,70
2023-12,SKU-100,154
2023-12,SKU-101,229
2023-12,SKU-102,35
2023-12,SKU-103,108
2023-12,SKU-104,161
2023-12,SKU-105,124
2023-12,SKU-106,184
2023-12,SKU-107,296
2023-12,SKU-108,33
2023-12,SKU-109,244
2023-12,SKU-110,61
2023-12,SKU-111,84
2023-12,SKU-112,183
2023-12,SKU-113,44
2023-12,SKU-114,91
2023-12,SKU-115,75
2023-12,SKU-116,37
2023-12,SKU-117,48
2023-12,SKU-118,613
2023-12,SKU-119,265
2023-12,SKU-120,20
2023-12,SKU-121,122
2023-12,SKU-122,227
2023-12,SKU-123,143
2023-12,SKU-124,177
2023-12,SKU-125,161
2023-12,SKU-126,67
2023-12,SKU-127,171
2023-12,SKU-128,80
2024-01,SKU-001,279
2024-01,SKU-002,78
2024-01,SKU-003,204
2024-01,SKU-004,510
2024-01,SKU-005,58
2024-01,SKU-006,139
2024-01,SKU-007,269
2024-01,SKU-008,155
2024-01,SKU-009,452
2024-01,SKU-010,164
2024-01,SKU-011,317
2024-01,SKU-012,116
2024-01,SKU-013,1000
2024-01,SKU-014,114
2024-01,SKU-015,202
2024-01,SKU-016,303
2024-01,SKU-017,460
2024-01,SKU-018,81
2024-01,SKU-019,708
2024-01,SKU-020,45
2024-01,SKU-021,455
2024-01,SKU-022,135
2024-01,SKU-023,114
2024-01,SKU-024,25
2024-01,SKU-025,367
2024-01,SKU-026,312
2024-01,SKU-027,196
2024-01,SKU-028,161
2024-01,SKU-029,41
2024-01,SKU-030,453
2024-01,SKU-031,94
2024-01,SKU-032,198
2024-01,SKU-033,192
2024-01,SKU-034,178
2024-01,SKU-035,68
2024-01,SKU-036,56
2024-01,SKU-037,163
2024-01,SKU-038,102
2024-01,SKU-039,306
2024-01,SKU-040,205
2024-01,SKU-041,567
2024-01,SKU-042,22
2024-01,SKU-043,200
2024-01,SKU-044,90
2024-01,SKU-045,88
2024-01,SKU-046,87
2024-01,SKU-047,60
2024-01,SKU-048,109
2024-01,SKU-049,126
2024-01,SKU-050,28
2024-01,SKU-051,76
2024-01,SKU-052,109
2024-01,SKU-053,78
2024-01,SKU-054,101
2024-01,SKU-055,192
2024-01,SKU-056,38
2024-01,SKU-057,208
2024-01,SKU-058,294
2024-01,SKU-059,44
2024-01,SKU-060,41
2024-01,SKU-061,138
2024-01,SKU-062,300
2024-01,SKU-063,227
2024-01,SKU-064,181
2024-01,SKU-065,51
2024-01,SKU-066,73
2024-01,SKU-067,225
2024-01,SKU-068,367
2024-01,SKU-069,93
2024-01,SKU-070,275
2024-01,SKU-071,61
2024-01,SKU-072,237
2024-01,SKU-073,163
2024-01,SKU-074,101
2024-01,SKU-075,112
2024-01,SKU-076,262
2024-01,SKU-077,438
2024-01,SKU-078,720
2024-01,SKU-079,29
2024-01,SKU-080,127
2024-01,SKU-081,37
2024-01,SKU-082,324
2024-01,SKU-083,135
2024-01,SKU-084,138
2024-01,SKU-085,382
2024-01,SKU-086,96
2024-01,SKU-087,584
2024-01,SKU-088,149
2024-01,SKU-089,104
2024-01,SKU-090,322
2024-01,SKU-091,116
2024-01,SKU-092,82
2024-01,SKU-093,302
2024-01,SKU-094,166
2024-01,SKU-095,155
2024-01,SKU-096,114
2024-01,SKU-097,66
2024-01,SKU-098,106
2024-01,SKU-099,74
2024-01,SKU-100,117
2024-01,SKU-101,195
2024-01,SKU-102,32
2024-01,SKU-103,84
2024-01,SKU-104,172
2024-01,SKU-105,117
2024-01,SKU-106,153
2024-01,SKU-107,297
2024-01,SKU-108,33
2024-01,SKU-109,217
2024-01,SKU-110,67
2024-01,SKU-111,53
2024-01,SKU-112,160
2024-01,SKU-113,30
2024-01,SKU-114,81
2024-01,SKU-115,81
2024-01,SKU-116,46
2024-01,SKU-117,46
2024-01,SKU-118,706
2024-01,SKU-119,287
2024-01,SKU-120,17
2024-01,SKU-121,154
2024-01,SKU-122,265
2024-01,SKU-123,169
2024-01,SKU-124,187
2024-01,SKU-125,170
2024-01,SKU-126,52
2024-01,SKU-127,191
2024-01,SKU-128,69
2024-02,SKU-001,256
2024-02,SKU-002,90
2024-02,SKU-003,187
2024-02,SKU-004,470
2024-02,SKU-005,51
2024-02,SKU-006,150
2024-02,SKU-007,260
2024-02,SKU-008,137
2024-02,SKU-009,397
2024-02,SKU-010,150
2024-02,SKU-011,290
2024-02,SKU-012,116
2024-02,SKU-013,914
2024-02,SKU-014,99
2024-02,SKU-015,202
2024-02,SKU-016,250
2024-02,SKU-017,419
2024-02,SKU-018,93
2024-02,SKU-019,585
2024-02,SKU-020,49
2024-02,SKU-021,442
2024-02,SKU-022,132
2024-02,SKU-023,100
2024-02,SKU-024,17
2024-02,SKU-025,344
2024-02,SKU-026,251
2024-02,SKU-027,152
2024-02,SKU-028,177
2024-02,SKU-029,33
2024-02,SKU-030,400
2024-02,SKU-031,95
2024-02,SKU-032,110
2024-02,SKU-033,183
2024-02,SKU-034,153
2024-02,SKU-035,55
2024-02,SKU-036,73
2024-02,SKU-037,137
2024-02,SKU-038,87
2024-02,SKU-039,258
2024-02,SKU-040,246
2024-02,SKU-041,536
2024-02,SKU-042,30
2024-02,SKU-043,160
2024-02,SKU-044,91
2024-02,SKU-045,77
2024-02,SKU-046,93
2024-02,SKU-047,68
2024-02,SKU-048,98
2024-02,SKU-049,106
2024-02,SKU-050,26
2024-02,SKU-051,70
2024-02,SKU-052,104
2024-02,SKU-053,90
2024-02,SKU-054,109
2024-02,SKU-055,186
2024-02,SKU-056,40
2024-02,SKU-057,208
2024-02,SKU-058,283
2024-02,SKU-059,33
2024-02,SKU-060,36
2024-02,SKU-061,128
2024-02,SKU-062,324
2024-02,SKU-063,225
2024-02,SKU-064,201
2024-02,SKU-065,51
2024-02,SKU-066,103
2024-02,SKU-067,207
2024-02,SKU-068,416
2024-02,SKU-069,75
2024-02,SKU-070,277
2024-02,SKU-071,53
2024-02,SKU-072,195
2024-02,SKU-073,139
2024-02,SKU-074,72
2024-02,SKU-075,86
2024-02,SKU-076,206
2024-02,SKU-077,395
2024-02,SKU-078,710
2024-02,SKU-079,30
2024-02,SKU-080,115
2024-02,SKU-081,37
2024-02,SKU-082,259
2024-02,SKU-083,125
2024-02,SKU-084,89
2024-02,SKU-085,273
2024-02,SKU-086,87
2024-02,SKU-087,539
2024-02,SKU-088,123
2024-02,SKU-089,89
2024-02,SKU-090,320
2024-02,SKU-091,97
2024-02,SKU-092,65
2024-02,SKU-093,235
2024-02,SKU-094,140
2024-02,SKU-095,142
2024-02,SKU-096,86
2024-02,SKU-097,54
2024-02,SKU-098,103
2024-02,SKU-099,53
2024-02,SKU-100,117
2024-02,SKU-101,167
2024-02,SKU-102,22
2024-02,SKU-103,83
2024-02,SKU-104,145
2024-02,SKU-105,92
2024-02,SKU-106,144
2024-02,SKU-107,263
2024-02,SKU-108,20
2024-02,SKU-109,218
2024-02,SKU-110,75
2024-02,SKU-111,71
2024-02,SKU-112,205
2024-02,SKU-113,28
2024-02,SKU-114,96
2024-02,SKU-115,69
2024-02,SKU-116,46
2024-02,SKU-117,58
2024-02,SKU-118,756
2024-02,SKU-119,289
2024-02,SKU-120,24
2024-02,SKU-121,135
2024-02,SKU-122,249
2024-02,SKU-123,161
2024-02,SKU-124,145
2024-02,SKU-125,203
2024-02,SKU-126,60
2024-02,SKU-127,186
2024-02,SKU-128,80
2024-03,SKU-001,324
2024-03,SKU-002,101
2024-03,SKU-003,212
2024-03,SKU-004,570
2024-03,SKU-005,64
2024-03,SKU-006,171
2024-03,SKU-007,292
2024-03,SKU-008,181
2024-03,SKU-009,469
2024-03,SKU-010,156
2024-03,SKU-011,303
2024-03,SKU-012,97
2024-03,SKU-013,840
2024-03,SKU-014,107
2024-03,SKU-015,177
2024-03,SKU-016,293
2024-03,SKU-017,403
2024-03,SKU-018,66
2024-03,SKU-019,567
2024-03,SKU-020,46
2024-03,SKU-021,449
2024-03,SKU-022,149
2024-03,SKU-023,83
2024-03,SKU-024,19
2024-03,SKU-025,341
2024-03,SKU-026,231
2024-03,SKU-027,151
2024-03,SKU-028,157
2024-03,SKU-029,41
2024-03,SKU-030,366
2024-03,SKU-031,87
2024-03,SKU-032,146
2024-03,SKU-033,186
2024-03,SKU-034,168
2024-03,SKU-035,69
2024-03,SKU-036,62
2024-03,SKU-037,150
2024-03,SKU-038,98
2024-03,SKU-039,306
2024-03,SKU-040,226
2024-03,SKU-041,543
2024-03,SKU-042,27
2024-03,SKU-043,223
2024-03,SKU-044,87
2024-03,SKU-045,107
2024-03,SKU-046,88
2024-03,SKU-047,84
2024-03,SKU-048,92
2024-03,SKU-049,109
2024-03,SKU-050,39
2024-03,SKU-051,118
2024-03,SKU-052,141
2024-03,SKU-053,124
2024-03,SKU-054,141
2024-03,SKU-055,213
2024-03,SKU-056,51
2024-03,SKU-057,226
2024-03,SKU-058,341
2024-03,SKU-059,46
2024-03,SKU-060,47
2024-03,SKU-061,143
2024-03,SKU-062,332
2024-03,SKU-063,257
2024-03,SKU-064,179
2024-03,SKU-065,50
2024-03,SKU-066,108
2024-03,SKU-067,225
2024-03,SKU-068,451
2024-03,SKU-069,102
2024-03,SKU-070,328
2024-03,SKU-071,65
2024-03,SKU-072,253
2024-03,SKU-073,156
2024-03,SKU-074,90
2024-03,SKU-075,95
2024-03,SKU-076,239
2024-03,SKU-077,429
2024-03,SKU-078,710
2024-03,SKU-079,22
2024-03,SKU-080,105
2024-03,SKU-081,35
2024-03,SKU-082,259
2024-03,SKU-083,97
2024-03,SKU-084,92
2024-03,SKU-085,319
2024-03,SKU-086,63
2024-03,SKU-087,462
2024-03,SKU-088,130
2024-03,SKU-089,75
2024-03,SKU-090,297
2024-03,SKU-091,84
2024-03,SKU-092,79
2024-03,SKU-093,252
2024-03,SKU-094,151
2024-03,SKU-095,144
2024-03,SKU-096,123
2024-03,SKU-097,62
2024-03,SKU-098,103
2024-03,SKU-099,75
2024-03,SKU-100,111
2024-03,SKU-101,210
2024-03,SKU-102,23
2024-03,SKU-103,98
2024-03,SKU-104,164
2024-03,SKU-105,125
2024-03,SKU-106,189
2024-03,SKU-107,324
2024-03,SKU-108,37
2024-03,SKU-109,298
2024-03,SKU-110,82
2024-03,SKU-111,87
2024-03,SKU-112,222
2024-03,SKU-113,40
2024-03,SKU-114,97
2024-03,SKU-115,80
2024-03,SKU-116,78
2024-03,SKU-117,64
2024-03,SKU-118,961
2024-03,SKU-119,374
2024-03,SKU-120,21
2024-03,SKU-121,194
2024-03,SKU-122,316
2024-03,SKU-123,183
2024-03,SKU-124,256
2024-03,SKU-125,210
2024-03,SKU-126,74
2024-03,SKU-127,225
2024-03,SKU-128,73
2024-04,SKU-001,265
2024-04,SKU-002,77
2024-04,SKU-003,202
2024-04,SKU-004,405
2024-04,SKU-005,64
2024-04,SKU-006,139
2024-04,SKU-007,225
2024-04,SKU-008,95
2024-04,SKU-009,377
2024-04,SKU-010,149
2024-04,SKU-011,266
2024-04,SKU-012,90
2024-04,SKU-013,676
2024-04,SKU-014,89
2024-04,SKU-015,156
2024-04,SKU-016,217
2024-04,SKU-017,363
2024-04,SKU-018,48
2024-04,SKU-019,463
2024-04,SKU-020,59
2024-04,SKU-021,361
2024-04,SKU-022,113
2024-04,SKU-023,80
2024-04,SKU-024,17
2024-04,SKU-025,307
2024-04,SKU-026,205
2024-04,SKU-027,125
2024-04,SKU-028,141
2024-04,SKU-029,29
2024-04,SKU-030,360
2024-04,SKU-031,100
2024-04,SKU-032,149
2024-04,SKU-033,169
2024-04,SKU-034,193
2024-04,SKU-035,69
2024-04,SKU-036,70
2024-04,SKU-037,193
2024-04,SKU-038,108
2024-04,SKU-039,320
2024-04,SKU-040,217
2024-04,SKU-041,639
2024-04,SKU-042,26
2024-04,SKU-043,228
2024-04,SKU-044,126
2024-04,SKU-045,95
2024-04,SKU-046,105
2024-04,SKU-047,103
2024-04,SKU-048,108
2024-04,SKU-049,144
2024-04,SKU-050,34
2024-04,SKU-051,92
2024-04,SKU-052,189
2024-04,SKU-053,106
2024-04,SKU-054,142
2024-04,SKU-055,221
2024-04,SKU-056,39
2024-04,SKU-057,237
2024-04,SKU-058,343
2024-04,SKU-059,46
2024-04,SKU-060,44
2024-04,SKU-061,139
2024-04,SKU-062,337
2024-04,SKU-063,270
2024-04,SKU-064,142
2024-04,SKU-065,54
2024-04,SKU-066,89
2024-04,SKU-067,214
2024-04,SKU-068,342
2024-04,SKU-069,79
2024-04,SKU-070,257
2024-04,SKU-071,50
2024-04,SKU-072,183
2024-04,SKU-073,128
2024-04,SKU-074,91
2024-04,SKU-075,62
2024-04,SKU-076,197
2024-04,SKU-077,348
2024-04,SKU-078,551
2024-04,SKU-079,22
2024-04,SKU-080,71
2024-04,SKU-081,30
2024-04,SKU-082,225
2024-04,SKU-083,75
2024-04,SKU-084,101
2024-04,SKU-085,269
2024-04,SKU-086,77
2024-04,SKU-087,417
2024-04,SKU-088,113
2024-04,SKU-089,95
2024-04,SKU-090,257
2024-04,SKU-091,83
2024-04,SKU-092,71
2024-04,SKU-093,212
2024-04,SKU-094,150
2024-04,SKU-095,127
2024-04,SKU-096,87
2024-04,SKU-097,58
2024-04,SKU-098,125
2024-04,SKU-099,60
2024-04,SKU-100,120
2024-04,SKU-101,220
2024-04,SKU-102,29
2024-04,SKU-103,116
2024-04,SKU-104,202
2024-04,SKU-105,132
2024-04,SKU-106,169
2024-04,SKU-107,317
2024-04,SKU-108,37
2024-04,SKU-109,298
2024-04,SKU-110,103
2024-04,SKU-111,86
2024-04,SKU-112,217
2024-04,SKU-113,45
2024-04,SKU-114,131
2024-04,SKU-115,99
2024-04,SKU-116,48
2024-04,SKU-117,70
2024-04,SKU-118,963
2024-04,SKU-119,320
2024-04,SKU-120,38
2024-04,SKU-121,168
2024-04,SKU-122,325
2024-04,SKU-123,173
2024-04,SKU-124,224
2024-04,SKU-125,197
2024-04,SKU-126,63
2024-04,SKU-127,208
2024-04,SKU-128,91
2024-05,SKU-001,289
2024-05,SKU-002,68
2024-05,SKU-003,204
2024-05,SKU-004,453
2024-05,SKU-005,53
2024-05,SKU-006,118
2024-05,SKU-007,223
2024-05,SKU-008,129
2024-05,SKU-009,385
2024-05,SKU-010,118
2024-05,SKU-011,199
2024-05,SKU-012,91
2024-05,SKU-013,688
2024-05,SKU-014,89
2024-05,SKU-015,155
2024-05,SKU-016,208
2024-05,SKU-017,340
2024-05,SKU-018,69
2024-05,SKU-019,450
2024-05,SKU-020,45
2024-05,SKU-021,365
2024-05,SKU-022,101
2024-05,SKU-023,91
2024-05,SKU-024,15
2024-05,SKU-025,270
2024-05,SKU-026,203
2024-05,SKU-027,148
2024-05,SKU-028,139
2024-05,SKU-029,30
2024-05,SKU-030,376
2024-05,SKU-031,100
2024-05,SKU-032,159
2024-05,SKU-033,207
2024-05,SKU-034,201
2024-05,SKU-035,71
2024-05,SKU-036,76
2024-05,SKU-037,181
2024-05,SKU-038,116
2024-05,SKU-039,350
2024-05,SKU-040,308
2024-05,SKU-041,717
2024-05,SKU-042,45
2024-05,SKU-043,278
2024-05,SKU-044,128
2024-05,SKU-045,117
2024-05,SKU-046,107
2024-05,SKU-047,78
2024-05,SKU-048,149
2024-05,SKU-049,178
2024-05,SKU-050,45
2024-05,SKU-051,115
2024-05,SKU-052,155
2024-05,SKU-053,113
2024-05,SKU-054,159
2024-05,SKU-055,254
2024-05,SKU-056,47
2024-05,SKU-057,261
2024-05,SKU-058,365
2024-05,SKU-059,61
2024-05,SKU-060,37
2024-05,SKU-061,151
2024-05,SKU-062,346
2024-05,SKU-063,218
2024-05,SKU-064,179
2024-05,SKU-065,39
2024-05,SKU-066,93
2024-05,SKU-067,200
2024-05,SKU-068,340
2024-05,SKU-069,83
2024-05,SKU-070,266
2024-05,SKU-071,52
2024-05,SKU-072,157
2024-05,SKU-073,138
2024-05,SKU-074,63
2024-05,SKU-075,83
2024-05,SKU-076,189
2024-05,SKU-077,325
2024-05,SKU-078,544
2024-05,SKU-079,10
2024-05,SKU-080,81
2024-05,SKU-081,23
2024-05,SKU-082,249
2024-05,SKU-083,98
2024-05,SKU-084,73
2024-05,SKU-085,291
2024-05,SKU-086,62
2024-05,SKU-087,438
2024-05,SKU-088,114
2024-05,SKU-089,94
2024-05,SKU-090,273
2024-05,SKU-091,84
2024-05,SKU-092,75
2024-05,SKU-093,231
2024-05,SKU-094,156
2024-05,SKU-095,161
2024-05,SKU-096,117
2024-05,SKU-097,55
2024-05,SKU-098,139
2024-05,SKU-099,73
2024-05,SKU-100,155
2024-05,SKU-101,231
2024-05,SKU-102,30
2024-05,SKU-103,125
