origin,product_id,model,actual_units,absolute_error,signed_error
2025-09-01,SKU-087,seasonal_naive,543,121.0,-3.0
2025-09-01,SKU-087,weekday_mean_8w,543,121.25,-65.0
2025-09-01,SKU-088,seasonal_naive,161,133.0,-21.0
2025-09-01,SKU-088,weekday_mean_8w,161,99.25,-47.0
2025-09-01,SKU-089,seasonal_naive,112,64.0,28.0
2025-09-01,SKU-089,weekday_mean_8w,112,35.5,-11.0
2025-09-01,SKU-090,seasonal_naive,343,101.0,-19.0
2025-09-01,SKU-090,weekday_mean_8w,343,90.25,-34.0
2025-09-01,SKU-091,seasonal_naive,115,61.0,-7.0
2025-09-01,SKU-091,weekday_mean_8w,115,43.25,-13.0
2025-09-01,SKU-092,seasonal_naive,81,81.0,-5.0
2025-09-01,SKU-092,weekday_mean_8w,81,64.0,3.5
2025-09-01,SKU-093,seasonal_naive,352,86.0,-56.0
2025-09-01,SKU-093,weekday_mean_8w,352,97.75,-82.0
2025-09-01,SKU-094,seasonal_naive,185,83.0,15.0
2025-09-01,SKU-094,weekday_mean_8w,185,67.75,0.0
2025-09-01,SKU-095,seasonal_naive,202,62.0,-34.0
2025-09-01,SKU-095,weekday_mean_8w,202,58.5,-32.5
2025-09-01,SKU-096,seasonal_naive,127,117.0,13.0
2025-09-01,SKU-096,weekday_mean_8w,127,82.5,-7.0
2025-09-01,SKU-097,seasonal_naive,83,41.0,-3.0
2025-09-01,SKU-097,weekday_mean_8w,83,28.5,-14.0
2025-09-01,SKU-098,seasonal_naive,150,66.0,-6.0
2025-09-01,SKU-098,weekday_mean_8w,150,47.25,-15.0
2025-09-01,SKU-099,seasonal_naive,113,57.0,-21.0
2025-09-01,SKU-099,weekday_mean_8w,113,41.75,-24.0
2025-09-01,SKU-100,seasonal_naive,190,146.0,-2.0
2025-09-01,SKU-100,weekday_mean_8w,190,111.5,-13.0
2025-09-01,SKU-101,seasonal_naive,295,89.0,5.0
2025-09-01,SKU-101,weekday_mean_8w,295,84.25,-31.0
2025-09-01,SKU-102,seasonal_naive,36,36.0,16.0
2025-09-01,SKU-102,weekday_mean_8w,36,29.0,8.5
2025-09-01,SKU-103,seasonal_naive,140,62.0,-40.0
2025-09-01,SKU-103,weekday_mean_8w,140,42.75,-12.0
2025-09-01,SKU-104,seasonal_naive,203,123.0,13.0
2025-09-01,SKU-104,weekday_mean_8w,203,104.25,71.5
2025-09-01,SKU-105,seasonal_naive,141,71.0,11.0
2025-09-01,SKU-105,weekday_mean_8w,141,72.0,-1.5
2025-09-01,SKU-106,seasonal_naive,209,81.0,39.0
2025-09-01,SKU-106,weekday_mean_8w,209,55.5,16.0
2025-09-01,SKU-107,seasonal_naive,385,123.0,-37.0
2025-09-01,SKU-107,weekday_mean_8w,385,101.25,38.0
2025-09-01,SKU-108,seasonal_naive,51,49.0,-3.0
2025-09-01,SKU-108,weekday_mean_8w,51,34.75,-3.0
2025-09-01,SKU-109,seasonal_naive,302,90.0,-18.0
2025-09-01,SKU-109,weekday_mean_8w,302,74.5,25.5
2025-09-01,SKU-110,seasonal_naive,77,37.0,-5.0
2025-09-01,SKU-110,weekday_mean_8w,77,36.75,19.5
2025-09-01,SKU-111,seasonal_naive,67,51.0,-15.0
2025-09-01,SKU-111,weekday_mean_8w,67,41.0,23.5
2025-09-01,SKU-112,seasonal_naive,291,135.0,1.0
2025-09-01,SKU-112,weekday_mean_8w,291,117.75,-53.0
2025-09-01,SKU-113,seasonal_naive,30,52.0,34.0
2025-09-01,SKU-113,weekday_mean_8w,30,29.25,15.0
2025-09-01,SKU-114,seasonal_naive,100,60.0,-8.0
2025-09-01,SKU-114,weekday_mean_8w,100,44.0,-7.0
2025-09-01,SKU-115,seasonal_naive,69,49.0,-9.0
2025-09-01,SKU-115,weekday_mean_8w,69,40.5,7.5
2025-09-01,SKU-116,seasonal_naive,32,38.0,28.0
2025-09-01,SKU-116,weekday_mean_8w,32,35.25,20.0
2025-09-01,SKU-117,seasonal_naive,56,38.0,-16.0
2025-09-01,SKU-117,weekday_mean_8w,56,37.0,-8.5
2025-09-01,SKU-118,seasonal_naive,661,127.0,91.0
2025-09-01,SKU-118,weekday_mean_8w,661,131.75,98.0
2025-09-01,SKU-119,seasonal_naive,257,97.0,-37.0
2025-09-01,SKU-119,weekday_mean_8w,257,85.5,23.0
2025-09-01,SKU-120,seasonal_naive,20,30.0,8.0
2025-09-01,SKU-120,weekday_mean_8w,20,23.5,3.0
2025-09-01,SKU-121,seasonal_naive,117,61.0,15.0
2025-09-01,SKU-121,weekday_mean_8w,117,58.0,14.0
2025-09-01,SKU-122,seasonal_naive,173,109.0,67.0
2025-09-01,SKU-122,weekday_mean_8w,173,78.75,59.5
2025-09-01,SKU-123,seasonal_naive,94,62.0,30.0
2025-09-01,SKU-123,weekday_mean_8w,94,60.5,38.5
2025-09-01,SKU-124,seasonal_naive,111,117.0,33.0
2025-09-01,SKU-124,weekday_mean_8w,111,78.0,33.5
2025-09-01,SKU-125,seasonal_naive,106,96.0,50.0
2025-09-01,SKU-125,weekday_mean_8w,106,64.5,35.5
2025-09-01,SKU-126,seasonal_naive,36,40.0,8.0
2025-09-01,SKU-126,weekday_mean_8w,36,26.5,9.0
2025-09-01,SKU-127,seasonal_naive,132,64.0,-20.0
2025-09-01,SKU-127,weekday_mean_8w,132,50.75,-1.5
2025-09-01,SKU-128,seasonal_naive,56,42.0,-12.0
2025-09-01,SKU-128,weekday_mean_8w,56,33.0,-7.5
2025-10-01,SKU-001,seasonal_naive,201,83.0,-9.0
2025-10-01,SKU-001,weekday_mean_8w,201,62.0,-4.5
2025-10-01,SKU-002,seasonal_naive,49,47.0,-9.0
2025-10-01,SKU-002,weekday_mean_8w,49,36.25,5.5
2025-10-01,SKU-003,seasonal_naive,154,74.0,-30.0
2025-10-01,SKU-003,weekday_mean_8w,154,48.5,-19.0
2025-10-01,SKU-004,seasonal_naive,316,208.0,-4.0
2025-10-01,SKU-004,weekday_mean_8w,316,167.25,-12.5
2025-10-01,SKU-005,seasonal_naive,43,43.0,5.0
2025-10-01,SKU-005,weekday_mean_8w,43,28.25,-2.0
2025-10-01,SKU-006,seasonal_naive,101,57.0,15.0
2025-10-01,SKU-006,weekday_mean_8w,101,44.5,-18.5
2025-10-01,SKU-007,seasonal_naive,177,79.0,19.0
2025-10-01,SKU-007,weekday_mean_8w,177,55.5,-18.5
2025-10-01,SKU-008,seasonal_naive,91,101.0,33.0
2025-10-01,SKU-008,weekday_mean_8w,91,68.5,8.5
2025-10-01,SKU-009,seasonal_naive,307,91.0,17.0
2025-10-01,SKU-009,weekday_mean_8w,307,72.5,-37.5
2025-10-01,SKU-010,seasonal_naive,119,61.0,-31.0
2025-10-01,SKU-010,weekday_mean_8w,119,47.5,-26.5
2025-10-01,SKU-011,seasonal_naive,217,93.0,-49.0
2025-10-01,SKU-011,weekday_mean_8w,217,70.0,-34.0
2025-10-01,SKU-012,seasonal_naive,67,67.0,1.0
2025-10-01,SKU-012,weekday_mean_8w,67,70.5,19.5
2025-10-01,SKU-013,seasonal_naive,706,106.0,-18.0
2025-10-01,SKU-013,weekday_mean_8w,706,140.75,-119.5
2025-10-01,SKU-014,seasonal_naive,81,53.0,-17.0
2025-10-01,SKU-014,weekday_mean_8w,81,34.0,-2.5
2025-10-01,SKU-015,seasonal_naive,138,68.0,34.0
2025-10-01,SKU-015,weekday_mean_8w,138,49.25,0.5
2025-10-01,SKU-016,seasonal_naive,253,211.0,-113.0
2025-10-01,SKU-016,weekday_mean_8w,253,126.25,-68.5
2025-10-01,SKU-017,seasonal_naive,412,114.0,-8.0
2025-10-01,SKU-017,weekday_mean_8w,412,101.0,-61.5
2025-10-01,SKU-018,seasonal_naive,69,71.0,19.0
2025-10-01,SKU-018,weekday_mean_8w,69,44.25,-8.5
2025-10-01,SKU-019,seasonal_naive,621,165.0,11.0
2025-10-01,SKU-019,weekday_mean_8w,621,134.25,-114.0
2025-10-01,SKU-020,seasonal_naive,47,41.0,5.0
2025-10-01,SKU-020,weekday_mean_8w,47,37.75,11.5
2025-10-01,SKU-021,seasonal_naive,450,126.0,26.0
2025-10-01,SKU-021,weekday_mean_8w,450,106.75,-60.5
2025-10-01,SKU-022,seasonal_naive,146,78.0,-34.0
2025-10-01,SKU-022,weekday_mean_8w,146,55.5,-9.0
2025-10-01,SKU-023,seasonal_naive,99,67.0,45.0
2025-10-01,SKU-023,weekday_mean_8w,99,49.75,8.5
2025-10-01,SKU-024,seasonal_naive,22,24.0,-2.0
2025-10-01,SKU-024,weekday_mean_8w,22,24.0,-6.0
2025-10-01,SKU-025,seasonal_naive,448,160.0,-104.0
2025-10-01,SKU-025,weekday_mean_8w,448,128.75,-96.0
2025-10-01,SKU-026,seasonal_naive,283,89.0,21.0
2025-10-01,SKU-026,weekday_mean_8w,283,65.5,10.5
2025-10-01,SKU-027,seasonal_naive,203,73.0,-3.0
2025-10-01,SKU-027,weekday_mean_8w,203,54.0,-5.0
2025-10-01,SKU-028,seasonal_naive,208,100.0,48.0
2025-10-01,SKU-028,weekday_mean_8w,208,76.5,-25.5
2025-10-01,SKU-029,seasonal_naive,50,38.0,-10.0
2025-10-01,SKU-029,weekday_mean_8w,50,31.25,-3.0
2025-10-01,SKU-030,seasonal_naive,498,110.0,-66.0
2025-10-01,SKU-030,weekday_mean_8w,498,82.0,-15.5
2025-10-01,SKU-031,seasonal_naive,117,73.0,39.0
2025-10-01,SKU-031,weekday_mean_8w,117,55.75,12.5
2025-10-01,SKU-032,seasonal_naive,168,134.0,108.0
2025-10-01,SKU-032,weekday_mean_8w,168,96.25,42.5
2025-10-01,SKU-033,seasonal_naive,238,128.0,66.0
2025-10-01,SKU-033,weekday_mean_8w,238,60.75,16.0
2025-10-01,SKU-034,seasonal_naive,218,104.0,38.0
2025-10-01,SKU-034,weekday_mean_8w,218,57.5,23.0
2025-10-01,SKU-035,seasonal_naive,86,48.0,-14.0
2025-10-01,SKU-035,weekday_mean_8w,86,43.25,2.5
2025-10-01,SKU-036,seasonal_naive,64,94.0,80.0
2025-10-01,SKU-036,weekday_mean_8w,64,68.25,35.0
2025-10-01,SKU-037,seasonal_naive,218,132.0,90.0
2025-10-01,SKU-037,weekday_mean_8w,218,53.5,1.0
2025-10-01,SKU-038,seasonal_naive,120,68.0,-12.0
2025-10-01,SKU-038,weekday_mean_8w,120,52.5,14.5
2025-10-01,SKU-039,seasonal_naive,352,146.0,8.0
2025-10-01,SKU-039,weekday_mean_8w,352,111.75,57.5
2025-10-01,SKU-040,seasonal_naive,263,175.0,13.0
2025-10-01,SKU-040,weekday_mean_8w,263,149.25,41.0
2025-10-01,SKU-041,seasonal_naive,661,185.0,35.0
2025-10-01,SKU-041,weekday_mean_8w,661,140.25,84.5
2025-10-01,SKU-042,seasonal_naive,40,32.0,0.0
2025-10-01,SKU-042,weekday_mean_8w,40,27.75,-5.0
2025-10-01,SKU-043,seasonal_naive,203,81.0,21.0
2025-10-01,SKU-043,weekday_mean_8w,203,70.0,37.0
2025-10-01,SKU-044,seasonal_naive,106,92.0,-14.0
2025-10-01,SKU-044,weekday_mean_8w,106,76.5,13.5
2025-10-01,SKU-045,seasonal_naive,96,44.0,12.0
2025-10-01,SKU-045,weekday_mean_8w,96,41.5,4.5
2025-10-01,SKU-046,seasonal_naive,95,49.0,-31.0
2025-10-01,SKU-046,weekday_mean_8w,95,28.75,13.0
2025-10-01,SKU-047,seasonal_naive,74,48.0,-22.0
2025-10-01,SKU-047,weekday_mean_8w,74,44.5,12.5
2025-10-01,SKU-048,seasonal_naive,87,95.0,13.0
2025-10-01,SKU-048,weekday_mean_8w,87,72.5,11.5
2025-10-01,SKU-049,seasonal_naive,122,72.0,22.0
2025-10-01,SKU-049,weekday_mean_8w,122,44.75,14.0
2025-10-01,SKU-050,seasonal_naive,27,29.0,9.0
2025-10-01,SKU-050,weekday_mean_8w,27,18.5,3.5
2025-10-01,SKU-051,seasonal_naive,73,59.0,11.0
2025-10-01,SKU-051,weekday_mean_8w,73,36.25,8.0
2025-10-01,SKU-052,seasonal_naive,105,101.0,-25.0
2025-10-01,SKU-052,weekday_mean_8w,105,69.25,23.0
2025-10-01,SKU-053,seasonal_naive,78,52.0,-14.0
2025-10-01,SKU-053,weekday_mean_8w,78,47.25,8.0
2025-10-01,SKU-054,seasonal_naive,82,66.0,6.0
2025-10-01,SKU-054,weekday_mean_8w,82,49.25,21.0
2025-10-01,SKU-055,seasonal_naive,159,57.0,-3.0
2025-10-01,SKU-055,weekday_mean_8w,159,66.25,29.0
2025-10-01,SKU-056,seasonal_naive,42,48.0,-2.0
2025-10-01,SKU-056,weekday_mean_8w,42,31.0,-6.0
2025-10-01,SKU-057,seasonal_naive,148,88.0,40.0
2025-10-01,SKU-057,weekday_mean_8w,148,63.25,31.0
2025-10-01,SKU-058,seasonal_naive,219,99.0,49.0
2025-10-01,SKU-058,weekday_mean_8w,219,62.25,6.5
2025-10-01,SKU-059,seasonal_naive,31,35.0,13.0
2025-10-01,SKU-059,weekday_mean_8w,31,23.25,6.0
2025-10-01,SKU-060,seasonal_naive,34,44.0,6.0
2025-10-01,SKU-060,weekday_mean_8w,34,25.5,-3.0
2025-10-01,SKU-061,seasonal_naive,96,48.0,-4.0
2025-10-01,SKU-061,weekday_mean_8w,96,43.5,9.5
2025-10-01,SKU-062,seasonal_naive,165,75.0,31.0
2025-10-01,SKU-062,weekday_mean_8w,165,80.5,58.5
2025-10-01,SKU-063,seasonal_naive,140,72.0,-16.0
2025-10-01,SKU-063,weekday_mean_8w,140,38.0,3.5
2025-10-01,SKU-064,seasonal_naive,120,124.0,60.0
2025-10-01,SKU-064,weekday_mean_8w,120,79.25,15.5
2025-10-01,SKU-065,seasonal_naive,35,35.0,-3.0
2025-10-01,SKU-065,weekday_mean_8w,35,32.0,-6.5
2025-10-01,SKU-066,seasonal_naive,58,44.0,2.0
2025-10-01,SKU-066,weekday_mean_8w,58,35.5,4.5
2025-10-01,SKU-067,seasonal_naive,153,77.0,-49.0
2025-10-01,SKU-067,weekday_mean_8w,153,50.25,-23.5
2025-10-01,SKU-068,seasonal_naive,311,159.0,-83.0
2025-10-01,SKU-068,weekday_mean_8w,311,161.5,-94.0
2025-10-01,SKU-069,seasonal_naive,79,41.0,-7.0
2025-10-01,SKU-069,weekday_mean_8w,79,43.5,-19.0
2025-10-01,SKU-070,seasonal_naive,178,82.0,50.0
2025-10-01,SKU-070,weekday_mean_8w,178,56.5,10.5
2025-10-01,SKU-071,seasonal_naive,42,26.0,-2.0
2025-10-01,SKU-071,weekday_mean_8w,42,28.5,-3.5
2025-10-01,SKU-072,seasonal_naive,162,164.0,-2.0
2025-10-01,SKU-072,weekday_mean_8w,162,102.25,-23.5
2025-10-01,SKU-073,seasonal_naive,87,67.0,33.0
2025-10-01,SKU-073,weekday_mean_8w,87,39.0,11.0
2025-10-01,SKU-074,seasonal_naive,68,48.0,0.0
2025-10-01,SKU-074,weekday_mean_8w,68,33.5,-12.5
2025-10-01,SKU-075,seasonal_naive,74,42.0,-26.0
2025-10-01,SKU-075,weekday_mean_8w,74,41.5,-3.5
2025-10-01,SKU-076,seasonal_naive,212,164.0,-124.0
2025-10-01,SKU-076,weekday_mean_8w,212,120.5,-65.5
2025-10-01,SKU-077,seasonal_naive,365,89.0,-13.0
2025-10-01,SKU-077,weekday_mean_8w,365,99.0,-71.0
2025-10-01,SKU-078,seasonal_naive,595,129.0,-51.0
2025-10-01,SKU-078,weekday_mean_8w,595,107.25,-78.5
2025-10-01,SKU-079,seasonal_naive,20,34.0,12.0
2025-10-01,SKU-079,weekday_mean_8w,20,22.0,-2.5
2025-10-01,SKU-080,seasonal_naive,102,94.0,-26.0
2025-10-01,SKU-080,weekday_mean_8w,102,82.5,-23.5
2025-10-01,SKU-081,seasonal_naive,32,28.0,-24.0
2025-10-01,SKU-081,weekday_mean_8w,32,21.0,0.0
2025-10-01,SKU-082,seasonal_naive,282,94.0,-34.0
2025-10-01,SKU-082,weekday_mean_8w,282,90.5,-33.5
2025-10-01,SKU-083,seasonal_naive,100,72.0,32.0
2025-10-01,SKU-083,weekday_mean_8w,100,43.0,6.5
2025-10-01,SKU-084,seasonal_naive,139,95.0,-23.0
2025-10-01,SKU-084,weekday_mean_8w,139,68.0,-34.5
2025-10-01,SKU-085,seasonal_naive,326,120.0,2.0
2025-10-01,SKU-085,weekday_mean_8w,326,84.25,-35.5
2025-10-01,SKU-086,seasonal_naive,93,73.0,3.0
2025-10-01,SKU-086,weekday_mean_8w,93,47.5,-3.5
2025-10-01,SKU-087,seasonal_naive,535,153.0,17.0
2025-10-01,SKU-087,weekday_mean_8w,535,118.5,-8.0
2025-10-01,SKU-088,seasonal_naive,145,123.0,3.0
2025-10-01,SKU-088,weekday_mean_8w,145,95.75,-7.5
2025-10-01,SKU-089,seasonal_naive,115,59.0,13.0
2025-10-01,SKU-089,weekday_mean_8w,115,45.75,-7.0
2025-10-01,SKU-090,seasonal_naive,373,91.0,-29.0
2025-10-01,SKU-090,weekday_mean_8w,373,81.75,-48.0
2025-10-01,SKU-091,seasonal_naive,120,60.0,-48.0
2025-10-01,SKU-091,weekday_mean_8w,120,45.5,-14.0
2025-10-01,SKU-092,seasonal_naive,93,93.0,11.0
2025-10-01,SKU-092,weekday_mean_8w,93,79.5,-1.0
2025-10-01,SKU-093,seasonal_naive,336,104.0,4.0
2025-10-01,SKU-093,weekday_mean_8w,336,79.25,-23.5
2025-10-01,SKU-094,seasonal_naive,210,106.0,-26.0
2025-10-01,SKU-094,weekday_mean_8w,210,58.25,-13.0
2025-10-01,SKU-095,seasonal_naive,176,84.0,-12.0
2025-10-01,SKU-095,weekday_mean_8w,176,61.25,6.0
2025-10-01,SKU-096,seasonal_naive,140,70.0,-28.0
2025-10-01,SKU-096,weekday_mean_8w,140,78.0,-15.5
2025-10-01,SKU-097,seasonal_naive,61,33.0,11.0
2025-10-01,SKU-097,weekday_mean_8w,61,37.75,24.0
2025-10-01,SKU-098,seasonal_naive,126,76.0,42.0
2025-10-01,SKU-098,weekday_mean_8w,126,48.25,18.5
2025-10-01,SKU-099,seasonal_naive,96,56.0,20.0
2025-10-01,SKU-099,weekday_mean_8w,96,40.25,5.0
2025-10-01,SKU-100,seasonal_naive,182,136.0,-22.0
2025-10-01,SKU-100,weekday_mean_8w,182,69.25,-9.5
2025-10-01,SKU-101,seasonal_naive,218,136.0,98.0
2025-10-01,SKU-101,weekday_mean_8w,218,90.5,67.0
2025-10-01,SKU-102,seasonal_naive,36,44.0,-12.0
2025-10-01,SKU-102,weekday_mean_8w,36,24.25,5.5
2025-10-01,SKU-103,seasonal_naive,90,82.0,74.0
2025-10-01,SKU-103,weekday_mean_8w,90,53.0,37.0
2025-10-01,SKU-104,seasonal_naive,229,197.0,-37.0
2025-10-01,SKU-104,weekday_mean_8w,229,131.0,6.0
2025-10-01,SKU-105,seasonal_naive,121,75.0,-33.0
2025-10-01,SKU-105,weekday_mean_8w,121,54.75,16.5
2025-10-01,SKU-106,seasonal_naive,172,124.0,108.0
2025-10-01,SKU-106,weekday_mean_8w,172,78.5,55.5
2025-10-01,SKU-107,seasonal_naive,307,171.0,157.0
2025-10-01,SKU-107,weekday_mean_8w,307,109.75,84.0
2025-10-01,SKU-108,seasonal_naive,31,41.0,5.0
2025-10-01,SKU-108,weekday_mean_8w,31,40.75,21.0
2025-10-01,SKU-109,seasonal_naive,308,72.0,-12.0
2025-10-01,SKU-109,weekday_mean_8w,308,49.75,4.0
2025-10-01,SKU-110,seasonal_naive,67,57.0,29.0
2025-10-01,SKU-110,weekday_mean_8w,67,54.25,22.5
2025-10-01,SKU-111,seasonal_naive,58,46.0,18.0
2025-10-01,SKU-111,weekday_mean_8w,58,36.5,18.5
2025-10-01,SKU-112,seasonal_naive,196,110.0,44.0
2025-10-01,SKU-112,weekday_mean_8w,196,119.25,72.0
2025-10-01,SKU-113,seasonal_naive,26,34.0,10.0
2025-10-01,SKU-113,weekday_mean_8w,26,25.25,11.5
2025-10-01,SKU-114,seasonal_naive,83,57.0,37.0
2025-10-01,SKU-114,weekday_mean_8w,83,38.0,7.5
2025-10-01,SKU-115,seasonal_naive,69,49.0,3.0
2025-10-01,SKU-115,weekday_mean_8w,69,43.0,-2.0
2025-10-01,SKU-116,seasonal_naive,46,46.0,-18.0
2025-10-01,SKU-116,weekday_mean_8w,46,40.0,-7.0
2025-10-01,SKU-117,seasonal_naive,49,35.0,-13.0
2025-10-01,SKU-117,weekday_mean_8w,49,30.25,1.5
2025-10-01,SKU-118,seasonal_naive,637,113.0,-33.0
2025-10-01,SKU-118,weekday_mean_8w,637,117.0,45.5
2025-10-01,SKU-119,seasonal_naive,201,53.0,15.0
2025-10-01,SKU-119,weekday_mean_8w,201,71.0,51.5
2025-10-01,SKU-120,seasonal_naive,14,14.0,-10.0
2025-10-01,SKU-120,weekday_mean_8w,14,19.75,9.5
2025-10-01,SKU-121,seasonal_naive,106,46.0,2.0
2025-10-01,SKU-121,weekday_mean_8w,106,48.75,17.0
2025-10-01,SKU-122,seasonal_naive,172,72.0,4.0
2025-10-01,SKU-122,weekday_mean_8w,172,51.5,33.0
2025-10-01,SKU-123,seasonal_naive,103,43.0,-19.0
2025-10-01,SKU-123,weekday_mean_8w,103,34.5,3.5
2025-10-01,SKU-124,seasonal_naive,118,106.0,18.0
2025-10-01,SKU-124,weekday_mean_8w,118,98.75,11.0
2025-10-01,SKU-125,seasonal_naive,124,60.0,-40.0
2025-10-01,SKU-125,weekday_mean_8w,124,38.5,-2.0
2025-10-01,SKU-126,seasonal_naive,37,29.0,-13.0
2025-10-01,SKU-126,weekday_mean_8w,37,24.0,2.5
2025-10-01,SKU-127,seasonal_naive,130,76.0,-30.0
2025-10-01,SKU-127,weekday_mean_8w,130,56.5,-1.5
2025-10-01,SKU-128,seasonal_naive,65,53.0,-33.0
2025-10-01,SKU-128,weekday_mean_8w,65,43.5,-13.0
2025-11-01,SKU-001,seasonal_naive,215,93.0,-11.0
2025-11-01,SKU-001,weekday_mean_8w,215,73.25,-12.0
2025-11-01,SKU-002,seasonal_naive,56,48.0,0.0
2025-11-01,SKU-002,weekday_mean_8w,56,39.75,-3.5
2025-11-01,SKU-003,seasonal_naive,152,50.0,16.0
2025-11-01,SKU-003,weekday_mean_8w,152,42.75,-1.5
2025-11-01,SKU-004,seasonal_naive,352,198.0,-80.0
2025-11-01,SKU-004,weekday_mean_8w,352,173.75,-37.5
2025-11-01,SKU-005,seasonal_naive,56,36.0,4.0
2025-11-01,SKU-005,weekday_mean_8w,56,31.25,-14.0
2025-11-01,SKU-006,seasonal_naive,110,72.0,-46.0
2025-11-01,SKU-006,weekday_mean_8w,110,50.25,-17.0
2025-11-01,SKU-007,seasonal_naive,229,123.0,-29.0
2025-11-01,SKU-007,weekday_mean_8w,229,88.25,-60.5
2025-11-01,SKU-008,seasonal_naive,98,90.0,-6.0
2025-11-01,SKU-008,weekday_mean_8w,98,84.25,7.5
2025-11-01,SKU-009,seasonal_naive,349,131.0,23.0
2025-11-01,SKU-009,weekday_mean_8w,349,89.75,-44.0
2025-11-01,SKU-010,seasonal_naive,111,77.0,-7.0
2025-11-01,SKU-010,weekday_mean_8w,111,49.25,-2.0
2025-11-01,SKU-011,seasonal_naive,234,106.0,22.0
2025-11-01,SKU-011,weekday_mean_8w,234,82.25,-32.5
2025-11-01,SKU-012,seasonal_naive,126,114.0,-54.0
2025-11-01,SKU-012,weekday_mean_8w,126,85.75,-51.5
2025-11-01,SKU-013,seasonal_naive,755,161.0,-11.0
2025-11-01,SKU-013,weekday_mean_8w,755,118.25,-82.5
2025-11-01,SKU-014,seasonal_naive,88,54.0,24.0
2025-11-01,SKU-014,weekday_mean_8w,88,39.0,-3.5
2025-11-01,SKU-015,seasonal_naive,217,127.0,-101.0
2025-11-01,SKU-015,weekday_mean_8w,217,78.25,-61.5
2025-11-01,SKU-016,seasonal_naive,259,149.0,33.0
2025-11-01,SKU-016,weekday_mean_8w,259,145.75,-31.0
2025-11-01,SKU-017,seasonal_naive,402,130.0,-6.0
2025-11-01,SKU-017,weekday_mean_8w,402,86.0,-8.0
2025-11-01,SKU-018,seasonal_naive,76,48.0,24.0
2025-11-01,SKU-018,weekday_mean_8w,76,36.75,-4.0
2025-11-01,SKU-019,seasonal_naive,588,132.0,-20.0
2025-11-01,SKU-019,weekday_mean_8w,588,99.0,8.5
2025-11-01,SKU-020,seasonal_naive,53,73.0,19.0
2025-11-01,SKU-020,weekday_mean_8w,53,47.25,1.0
2025-11-01,SKU-021,seasonal_naive,477,143.0,-93.0
2025-11-01,SKU-021,weekday_mean_8w,477,106.25,-53.0
2025-11-01,SKU-022,seasonal_naive,158,88.0,-26.0
2025-11-01,SKU-022,weekday_mean_8w,158,58.5,-14.0
2025-11-01,SKU-023,seasonal_naive,106,52.0,30.0
2025-11-01,SKU-023,weekday_mean_8w,106,46.75,8.0
2025-11-01,SKU-024,seasonal_naive,25,33.0,-5.0
2025-11-01,SKU-024,weekday_mean_8w,25,24.0,-6.0
2025-11-01,SKU-025,seasonal_naive,451,169.0,45.0
2025-11-01,SKU-025,weekday_mean_8w,451,100.25,-51.5
2025-11-01,SKU-026,seasonal_naive,302,104.0,30.0
2025-11-01,SKU-026,weekday_mean_8w,302,85.25,-0.5
2025-11-01,SKU-027,seasonal_naive,187,89.0,13.0
2025-11-01,SKU-027,weekday_mean_8w,187,49.25,14.0
2025-11-01,SKU-028,seasonal_naive,196,132.0,-8.0
2025-11-01,SKU-028,weekday_mean_8w,196,83.75,18.5
2025-11-01,SKU-029,seasonal_naive,46,38.0,-6.0
2025-11-01,SKU-029,weekday_mean_8w,46,20.75,3.0
2025-11-01,SKU-030,seasonal_naive,482,122.0,-38.0
2025-11-01,SKU-030,weekday_mean_8w,482,92.0,10.0
2025-11-01,SKU-031,seasonal_naive,134,82.0,-2.0
2025-11-01,SKU-031,weekday_mean_8w,134,55.0,-5.5
2025-11-01,SKU-032,seasonal_naive,145,139.0,7.0
2025-11-01,SKU-032,weekday_mean_8w,145,100.25,38.0
2025-11-01,SKU-033,seasonal_naive,241,87.0,-25.0
2025-11-01,SKU-033,weekday_mean_8w,241,65.75,9.0
2025-11-01,SKU-034,seasonal_naive,215,77.0,13.0
2025-11-01,SKU-034,weekday_mean_8w,215,62.0,24.0
2025-11-01,SKU-035,seasonal_naive,74,52.0,-2.0
2025-11-01,SKU-035,weekday_mean_8w,74,38.75,13.0
2025-11-01,SKU-036,seasonal_naive,72,78.0,-8.0
2025-11-01,SKU-036,weekday_mean_8w,72,59.75,15.5
2025-11-01,SKU-037,seasonal_naive,173,101.0,79.0
2025-11-01,SKU-037,weekday_mean_8w,173,62.5,52.0
2025-11-01,SKU-038,seasonal_naive,110,52.0,-2.0
2025-11-01,SKU-038,weekday_mean_8w,110,50.75,10.0
2025-11-01,SKU-039,seasonal_naive,340,106.0,-12.0
2025-11-01,SKU-039,weekday_mean_8w,340,78.75,26.0
2025-11-01,SKU-040,seasonal_naive,222,200.0,-34.0
2025-11-01,SKU-040,weekday_mean_8w,222,106.25,37.0
2025-11-01,SKU-041,seasonal_naive,642,154.0,66.0
2025-11-01,SKU-041,weekday_mean_8w,642,122.5,59.5
2025-11-01,SKU-042,seasonal_naive,20,34.0,28.0
2025-11-01,SKU-042,weekday_mean_8w,20,24.0,17.5
2025-11-01,SKU-043,seasonal_naive,171,77.0,21.0
2025-11-01,SKU-043,weekday_mean_8w,171,72.25,41.5
2025-11-01,SKU-044,seasonal_naive,104,84.0,-12.0
2025-11-01,SKU-044,weekday_mean_8w,104,61.25,-9.5
2025-11-01,SKU-045,seasonal_naive,103,53.0,-23.0
2025-11-01,SKU-045,weekday_mean_8w,103,39.5,-11.5
